segmentation_method,image_id,region,pixel_count,R_mean,R_std,G_mean,G_std,B_mean,B_std,H_mean,H_std,S_mean,S_std,V_mean,V_std,Lab_L_mean,Lab_L_std,Lab_a_mean,Lab_a_std,Lab_b_mean,Lab_b_std,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,Lab_L_hist_0,Lab_L_hist_1,Lab_L_hist_2,Lab_L_hist_3,Lab_L_hist_4,Lab_L_hist_5,Lab_L_hist_6,Lab_L_hist_7,Lab_a_hist_0,Lab_a_hist_1,Lab_a_hist_2,Lab_a_hist_3,Lab_a_hist_4,Lab_a_hist_5,Lab_a_hist_6,Lab_a_hist_7,Lab_b_hist_0,Lab_b_hist_1,Lab_b_hist_2,Lab_b_hist_3,Lab_b_hist_4,Lab_b_hist_5,Lab_b_hist_6,Lab_b_hist_7,y_暗紅,y_淡白,y_淡紅,y_灰黑,y_青紫,y_鮮紅
tip_middle_root_1_3_1,1,舌中,219421,137.1775665283203,9.800537109375,118.7803726196289,13.087163925170898,136.2224578857422,11.79044246673584,150.77825927734375,6.398741722106934,36.699310302734375,10.630040168762209,138.41624450683594,10.23346710205078,132.9811553955078,12.109652519226074,138.45278930664062,2.801547050476074,121.19345092773438,1.7516722679138184,0.0,0.0,0.000501319381463,0.1531166114455772,0.8456346475496875,0.0007474216232721,0.0,0.0,0.0,0.0003326937713345,0.042242994061644,0.695275292702157,0.2621262322202524,2.278724461195601e-05,0.0,0.0,0.0,0.0,0.0054142493198007,0.2009288080903833,0.789172412850183,0.0044845297396329,0.0,0.0,0.0,0.0,0.0,0.0,4.557448922391202e-06,0.0096025448794782,0.8650721672036861,0.1253207304679132,0.3042142730185351,0.6829747380606231,0.0126605931064027,0.0001503958144389,0.0,0.0,0.0,0.0,0.0,0.0,0.0004967619325406,0.1368693060372525,0.8579397596401438,0.0046941723900629,0.0,0.0,0.0,0.0,0.0077066461277635,0.2829993482848041,0.7066324554167559,0.0026615501706764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999881506328018,0.0001184936719821,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_3_1,1,舌右邊,52895,122.80967712402344,13.44153881072998,101.92277526855467,15.91275405883789,121.62367248535156,15.273329734802246,151.17999267578125,5.26556396484375,46.32400131225586,12.452402114868164,123.9275360107422,13.726282119750977,116.61402893066406,15.6066255569458,140.13294982910156,2.394053220748902,120.1907730102539,1.4492053985595703,0.0,0.0,0.018168068815578,0.5824558086775687,0.3993761225068532,0.0,0.0,0.0,0.0,0.0107760657907174,0.3062482276207581,0.6483599584081671,0.0346157481803573,0.0,0.0,0.0,0.0,0.0001323376500614,0.0607807921353625,0.5504300973626997,0.3886567728518764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005482559788259,0.8952831080442386,0.1041686359769354,0.0494942811229794,0.8476982701578599,0.1001039795821911,0.0027034691369694,0.0,0.0,0.0,0.0,0.0,0.0,0.0172417052651479,0.5516022308346724,0.4311560639001796,0.0,0.0,0.0,0.0,0.0002079591643822,0.1144720673031477,0.6132715757633047,0.2720483977691653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_3_1,1,舌尖,67702,135.30990600585938,12.881778717041016,100.67700958251952,12.509035110473633,123.54997253417967,11.465831756591797,158.5269012451172,6.909551620483398,65.91128540039062,16.86741065979004,135.8318634033203,12.204968452453612,119.47998809814452,11.83082389831543,145.94297790527344,4.266149997711182,120.71969604492188,2.2789554595947266,0.0,0.0,0.0011964196035567,0.2303329296032613,0.7672003781276772,0.0012702726655047,0.0,0.0,0.0,0.0009896310301025,0.3389412425039142,0.6491093320729078,0.0109597943930755,0.0,0.0,0.0,0.0,0.0,0.0105757584709462,0.6086821659626008,0.380742075566453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010191722548816,0.3463560899234882,0.6526247378216301,0.0058639331186671,0.4758795899678,0.4662786919145668,0.051977784998966,0.0,0.0,0.0,0.0,0.0,0.0,0.0010487134796608,0.2179403858083956,0.7797406280464388,0.0012702726655047,0.0,0.0,0.0,0.0,0.0288026941596998,0.7018108770789637,0.2693864287613364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99676523588668,0.0032347641133201,0.0,0.0,0.0,0,0,0,0,1,0
tip_middle_root_1_3_1,1,舌左邊,86910,130.68540954589844,16.22677230834961,108.74332427978516,17.126977920532227,127.43663787841795,16.71973991394043,153.93040466308594,5.32063102722168,44.61126327514648,10.831769943237305,131.27830505371094,15.883211135864258,123.7090072631836,17.06829261779785,140.18601989746094,2.3069076538085938,120.94554138183594,1.6994494199752808,0.0,6.903693476009665e-05,0.015544816476815,0.3669773328730871,0.6112530203658958,0.0061557933494419,0.0,0.0,1.1506155793349444e-05,0.0025773788977102,0.2205269819353354,0.6183293061788057,0.1585548268323553,0.0,0.0,0.0,0.0,0.0001035554021401,0.0442756874928086,0.4350937751697158,0.5164653089402831,0.0040616729950523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.204924634679554e-05,0.7870670808882753,0.2128408698653779,0.1092394431020596,0.8400989529398228,0.0503279254401104,0.0003336785180071,0.0,0.0,0.0,0.0,0.0,6.903693476009665e-05,0.0147163732596939,0.358612357611322,0.6186399723852261,0.0079622598089978,0.0,0.0,0.0,0.0001035554021401,0.063157289149695,0.5026809342998504,0.4333448394891266,0.0007133816591876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999735358416753,0.000264641583247,0.0,0.0,0.0,1,0,0,0,-1,0
tip_middle_root_1_3_1,1,舌根,132549,114.26851654052734,21.675615310668945,99.45905303955078,23.181947708129883,110.45571899414062,22.809337615966797,155.88870239257812,14.338871002197266,35.50115966796875,15.328049659729004,114.61434936523438,21.8685359954834,111.52888488769533,23.74776077270508,136.08090209960938,3.019757032394409,124.01872253417967,1.9264273643493652,3.0177519257029477e-05,0.0189137601943432,0.1740035760360319,0.5022972636534414,0.3039479739568009,0.0008072486401255,0.0,0.0,0.0011618344913956,0.0721167266444861,0.3493651404386302,0.4554315762472746,0.1219247221782133,0.0,0.0,0.0,6.789941832831632e-05,0.0304264837908999,0.2198205946480169,0.4956883869361519,0.253649593735147,0.0003470414714558,0.0,0.0,0.0059449712936348,0.0,0.0,0.0,7.544379814257369e-06,0.0128782563429373,0.502991346596353,0.4781778813872606,0.4482191491448445,0.5000716716082354,0.0499362499905695,0.0017729292563504,0.0,0.0,0.0,0.0,3.0177519257029477e-05,0.0188081388769436,0.1726757651887226,0.4973104285962172,0.3102701642411485,0.0009053255777108,0.0,0.0,0.0004451184090411,0.0349983779583399,0.2070856815215505,0.4730854250126368,0.2839855449682759,0.0003998521301556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451372699907205,0.0548627300092795,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_3_1,10,舌中,428972,136.7095947265625,8.660123825073242,110.40067291259766,12.769171714782717,125.42936706542967,12.101091384887695,162.48251342773438,4.22424840927124,49.71866607666016,13.15461540222168,136.71218872070312,8.662939071655273,126.30172729492188,11.712313652038574,141.10023498535156,2.620086908340454,123.7519989013672,1.4664393663406372,0.0,0.0,0.0003496731721417,0.1267029083483304,0.8729124511623136,3.496731721417715e-05,0.0,0.0,0.0,0.0052147925738742,0.1070302956836343,0.829932955997128,0.0578219557453633,0.0,0.0,0.0,0.0,8.392156131402515e-05,0.0257615881689247,0.4754296317708382,0.4987201961899611,4.662308961890287e-06,0.0,0.0,0.0001561873502233,0.0,0.0,0.0,0.0,0.0,0.1056082914502578,0.8942355211995189,0.0375665544604309,0.8338889251512919,0.120047462305232,0.0083501953507455,0.0001468627322995,0.0,0.0,0.0,0.0,0.0,0.0003496731721417,0.1266982460393685,0.8729124511623136,3.9629626176067435e-05,0.0,0.0,0.0,2.3311544809451434e-06,0.0204255755620413,0.4575123784302938,0.5220597148531839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985551504527102,0.0144484954728979,0.0,0.0,0.0,-1,0,0,0,0,1
tip_middle_root_1_3_1,10,舌右邊,130946,130.9552764892578,11.006803512573242,88.1109619140625,19.663557052612305,103.24683380126952,21.190000534057617,167.40663146972656,11.780834197998049,84.93119049072266,27.90859603881836,130.95584106445312,11.007746696472168,108.4958724975586,17.065948486328125,148.19921875,5.238046646118164,126.88703918457033,3.7005696296691895,0.0,0.0,0.002932506529409,0.3358636384463824,0.6598826997388236,0.0013211552853848,0.0,0.0,0.0004352939379591,0.1159638324194706,0.5016495349227926,0.371244635193133,0.0107067035266445,0.0,0.0,0.0,0.0004276572022054,0.0221618071571487,0.3436989293296473,0.4896369495822705,0.1438913750706398,0.000183281658088,0.0,0.0,0.0040627434209521,0.0,0.0,0.0,0.0,0.0,0.0358392008919707,0.9600980556870772,0.0017640859590976,0.3009102989018374,0.2844149496739114,0.3607517602675912,0.0517007010523421,0.0004582041452201,0.0,0.0,0.0,0.0,0.002932506529409,0.3358636384463824,0.6598826997388236,0.0013211552853848,0.0,0.0,0.0,0.0022528370473324,0.2441006216302903,0.6007590915339147,0.1528569028454477,3.054694301467781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9977853466314358,0.0022146533685641,0.0,0.0,0.0,0.0,0.0,0.6236769355306767,0.3763230644693232,0.0,0.0,0.0,0,0,0,0,0,1
tip_middle_root_1_3_1,10,舌尖,108549,131.71617126464844,10.945695877075195,85.67415618896484,12.983203887939451,103.65390014648438,12.70319366455078,167.67251586914062,6.4662580490112305,89.3507080078125,19.34212875366211,131.71636962890625,10.94597053527832,107.19681549072266,11.727314949035645,149.87144470214844,4.540338516235352,125.74285888671876,2.2557361125946045,0.0,0.0,0.0002303107352439,0.3206478180360943,0.6789836847875154,0.0001381864411463,0.0,0.0,0.0,0.0440538374374706,0.7227058747662346,0.2323743194317773,0.0008659683645174,0.0,0.0,0.0,0.0,6.448700586831753e-05,0.2508820901159845,0.7248800081069379,0.0241734147712093,0.0,0.0,0.0,0.0012344655409077,0.0,0.0,0.0,0.0,0.0,0.0022754700642106,0.9964900643948816,5.527457645855788e-05,0.0936904070972556,0.5345235792130743,0.3493721729357248,0.0223493537480769,9.212429409759648e-06,0.0,0.0,0.0,0.0,0.0002303107352439,0.3206478180360943,0.6789836847875154,0.0001381864411463,0.0,0.0,0.0,0.0,0.1591723553418272,0.8068522049949792,0.0339754396631935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890187841435664,0.0109812158564335,0.0,0.0,0.0,0.0,0.0,0.7920017687864467,0.2079982312135533,0.0,0.0,0.0,0,0,0,0,0,1
tip_middle_root_1_3_1,10,舌左邊,163154,133.7675018310547,9.70097541809082,97.4966812133789,20.29931640625,115.02175903320312,19.388269424438477,164.1641387939453,4.801016330718994,70.79898071289062,27.84069061279297,133.77713012695312,9.72077751159668,116.27125549316406,17.25425148010254,145.75033569335938,5.4525861740112305,124.24251556396484,2.2593607902526855,0.0,0.0,0.0,0.2606004143324711,0.7377569658114419,0.0016303614989519,1.225835713497677e-05,0.0,0.0,0.0612427522463439,0.3462863307059587,0.5607095137109724,0.0316878531939149,7.355014280986063e-05,0.0,0.0,0.0,0.0009745393922306,0.1971205119089939,0.4891207080427081,0.3118342179781065,0.0009316351422582,1.8387535702465157e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1119923507851477,0.8880076492148522,0.0177317135957439,0.4856209470806722,0.265945058043321,0.2111869767213798,0.0190801328805913,0.0004351716782916,0.0,0.0,0.0,0.0,0.0,0.2606004143324711,0.7375301862044449,0.0018510119273814,1.8387535702465157e-05,0.0,0.0,0.0,0.1639371391446118,0.5252460865194847,0.310271277443397,0.0005454968925064,0.0,0.0,0.0,0.0,0.0,0.0,0.99736445321598,0.00263554678402,0.0,0.0,0.0,0.0,0.0,0.9135847113769812,0.0864152886230187,0.0,0.0,0.0,0,0,0,0,0,1
tip_middle_root_1_3_1,10,舌根,217187,89.42506408691406,29.69927024841309,64.01311492919922,25.78615379333496,76.24493408203125,28.75973129272461,165.2753448486328,3.930643796920776,77.2694091796875,22.48799514770508,89.42607879638672,29.700414657592773,76.3694076538086,30.069974899291992,141.187744140625,4.012028217315674,125.14505767822266,2.0576751232147217,0.0447954988097814,0.18103293475208,0.2612679396096451,0.4687020862206301,0.0441969362807166,4.604327146652424e-06,0.0,0.0,0.1471082523355449,0.3105572617145593,0.4333316450800462,0.1089567975983829,4.604327146652424e-05,0.0,0.0,0.0,0.0952957589542652,0.2229231031323237,0.3739542421968165,0.3022602641962916,0.0055666315203027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187350071597287,0.9812649928402712,0.0012431683295961,0.320668364128608,0.4482312477266135,0.2137420748018988,0.0161105406861368,4.604327146652424e-06,0.0,0.0,0.0447954988097814,0.18103293475208,0.2612679396096451,0.468637625640577,0.0442613968607697,4.604327146652424e-06,0.0,0.0,0.1060008195702321,0.2150543080386947,0.3579311837264661,0.3146090696036134,0.0064046190609935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999493524013868,5.0647598613176665e-05,0.0,0.0,0.0,0.0,0.0,0.8723634471676481,0.1276365528323518,0.0,0.0,0.0,-1,0,0,0,0,1
