image_id,region,pixel_count,R_mean,R_std,G_mean,G_std,B_mean,B_std,H_mean,H_std,S_mean,S_std,V_mean,V_std,Lab_L_mean,Lab_L_std,Lab_a_mean,Lab_a_std,Lab_b_mean,Lab_b_std,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,Lab_L_hist_0,Lab_L_hist_1,Lab_L_hist_2,Lab_L_hist_3,Lab_L_hist_4,Lab_L_hist_5,Lab_L_hist_6,Lab_L_hist_7,Lab_a_hist_0,Lab_a_hist_1,Lab_a_hist_2,Lab_a_hist_3,Lab_a_hist_4,Lab_a_hist_5,Lab_a_hist_6,Lab_a_hist_7,Lab_b_hist_0,Lab_b_hist_1,Lab_b_hist_2,Lab_b_hist_3,Lab_b_hist_4,Lab_b_hist_5,Lab_b_hist_6,Lab_b_hist_7
10,舌尖,145976,131.34605407714844,10.972623825073242,88.12358093261719,14.135095596313477,105.76028442382812,13.606228828430176,167.1334228515625,5.793051242828369,84.29100036621094,20.560195922851562,131.34622192382812,10.972832679748535,108.7816390991211,12.621214866638184,148.64651489257812,4.710592269897461,125.38031005859375,2.1795668601989746,0.0,0.0,0.0008015016167041158,0.3213884474160136,0.6777072943497561,0.00010275661752616869,0.0,0.0,0.0,0.04243848303830767,0.643139968213953,0.3132432728667726,0.0011782758809667344,0.0,0.0,0.0,0.0,0.0001370088233682249,0.2180769441552036,0.7328944484024771,0.04889159861895106,0.0,0.0,0.0,0.000917959116567107,0.0,0.0,0.0,0.0,0.0,0.0025483641146489835,0.9965336767687839,0.00026716720556803857,0.1797076231709322,0.5239148901189237,0.27855948923110646,0.0175439798323012,6.8504411684112454e-06,0.0,0.0,0.0,0.0,0.0008015016167041158,0.3213884474160136,0.6777072943497561,0.00010275661752616869,0.0,0.0,0.0,0.0,0.14744889570888364,0.789595549953417,0.06295555433769935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918342741272538,0.008165725872746206,0.0,0.0,0.0,0.0,0.0,0.836904696662465,0.16309530333753494,0.0,0.0,0.0
10,舌中,288876,137.8868865966797,7.3407301902771,112.2843246459961,10.899942398071289,127.18431091308594,10.122119903564453,162.27659606933594,3.8925838470458984,47.784976959228516,10.846744537353516,137.88943481445312,7.343380451202393,128.0196990966797,9.932579040527344,140.7620391845703,2.291903257369995,123.70532989501953,1.4127124547958374,0.0,0.0,0.0,0.08804123568589983,0.9119345324637561,2.4231850344092275e-05,0.0,0.0,0.0,5.8848779407081236e-05,0.07306249048034451,0.8644504908680541,0.062428169872194295,0.0,0.0,0.0,0.0,3.4616929062988965e-06,0.007099932150819037,0.4462226007006466,0.546674005455628,0.0,0.0,0.0,9.69274013763691e-05,0.0,0.0,0.0,0.0,0.0,0.10535316191030061,0.894549910688323,0.04122876251401986,0.871965826167629,0.08641424001993935,0.00039117129841177527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08803777399299353,0.9119379941566623,2.4231850344092275e-05,0.0,0.0,0.0,0.0,0.004257882274747642,0.4237631371245794,0.571978980600673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908576690344646,0.009142330965535385,0.0,0.0,0.0
10,舌左邊,177101,136.3254852294922,9.67745590209961,102.4623031616211,20.63642120361328,119.56059265136719,19.295690536499023,163.5040740966797,4.674962997436523,65.03850555419922,27.743431091308594,136.33517456054688,9.694649696350098,120.59313201904297,17.51443099975586,144.63832092285156,5.493953704833984,124.03731536865234,2.068769693374634,0.0,0.0,0.0,0.1892140642909978,0.8092275029502939,0.001547139767703175,1.1292991005132664e-05,0.0,0.0,0.05062083218050717,0.26452137480872495,0.6254679533147752,0.05932208174996188,6.775794603079599e-05,0.0,0.0,0.0,0.0006888724513130926,0.1580002371528111,0.4014601837369636,0.43897549985601436,0.0008582673163900824,1.6939486507698997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12018001027662181,0.8798199897233782,0.029231907216785903,0.5727861502758314,0.2100609256864727,0.17177203968357038,0.01582712689369343,0.00032185024364628093,0.0,0.0,0.0,0.0,0.0,0.1892140642909978,0.8090185826166989,0.001750413605795563,1.6939486507698997e-05,0.0,0.0,0.0,0.13077848233493883,0.4260337321641323,0.44268524740120047,0.0005025380997284036,0.0,0.0,0.0,0.0,0.0,0.0,0.9978373922225171,0.0021626077774829053,0.0,0.0,0.0,0.0,0.0,0.9367705433622622,0.06322945663773778,0.0,0.0,0.0
10,舌右邊,148637,131.69068908691406,11.252002716064453,92.14752960205078,20.53717613220215,107.81976318359375,21.72296905517578,166.01048278808594,10.087061882019043,78.18628692626953,28.80179214477539,131.6924285888672,11.254410743713379,111.6512680053711,17.809186935424805,146.88316345214844,5.435328960418701,125.94490051269531,3.6108779907226562,0.0,0.0,0.0013657433882546068,0.29440179766814456,0.7030685495536104,0.0011639093899903793,0.0,0.0,0.0,0.09735126516277912,0.42346791175817594,0.46261697962149395,0.016563843457550947,0.0,0.0,0.0,0.0,0.016550387857666663,0.2923632742856758,0.46666038738672067,0.22425102767144117,0.00017492279849566392,0.0,0.0,0.002549836178071409,0.0,0.0,0.0,0.0,0.0,0.08859839743805378,0.9088517663838748,0.008638495125708943,0.39418179861003655,0.2618459737481246,0.298149182235917,0.03713072788067574,5.382239953712736e-05,0.0,0.0,0.0,0.0,0.0013657433882546068,0.29440179766814456,0.7030550939537262,0.0011773649898746612,0.0,0.0,0.0,0.0006391409945033875,0.2154779765468894,0.5587841519944563,0.22507181926438236,2.691119976856368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9987620848106461,0.0012379151893539295,0.0,0.0,0.0,0.0,0.0,0.7139339464601681,0.28606605353983194,0.0,0.0,0.0
10,舌根,288218,99.27870178222656,31.239910125732422,72.38731384277344,27.891948699951172,85.08619689941406,30.477855682373047,165.13450622558594,5.959352970123291,73.67041778564453,23.9346923828125,99.2796401977539,31.24071502685547,85.92687225341797,31.69447135925293,141.68780517578125,4.35862398147583,125.16941833496094,2.308964252471924,0.03375569881131643,0.13641757280947062,0.1977079849280753,0.44353579582121866,0.18857947803398817,3.4695959308578924e-06,0.0,0.0,0.11105135695896856,0.24286477596819075,0.402070654851536,0.2429515158664622,0.001061696354842515,0.0,0.0,0.0,0.07200452435309383,0.16972222414977553,0.316933709900145,0.4019388102061634,0.03940073139082222,0.0,0.0,0.0,0.0006661624187247154,0.0,0.0,0.0,0.0,0.0,0.02541479019353406,0.9739190473877413,0.003833903503597971,0.4094470158005399,0.38144043744665496,0.18773983581872056,0.017306344503119166,0.00023246292736747877,0.0,0.0,0.03375569881131643,0.13641757280947062,0.1977079849280753,0.4434837518822558,0.18863152197295102,3.4695959308578924e-06,0.0,0.0,0.0798770375202104,0.16275180592468202,0.29334045757031135,0.4175693398746782,0.04646135911011803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994309862673393,0.0005690137326606943,0.0,0.0,0.0,0.0,0.0,0.8622327543734257,0.13776724562657433,0.0,0.0,0.0
11,舌尖,116964,129.55984497070312,20.040430068969727,87.89057922363281,17.066415786743164,105.73377990722656,16.096105575561523,164.77783203125,14.05429458618164,83.25395202636719,17.148563385009766,130.1509246826172,19.191511154174805,107.95687866210938,17.62040138244629,148.1342315673828,4.017584800720215,124.87326049804688,4.067213535308838,0.0,2.564891761567662e-05,0.06103587428610513,0.3419855682090216,0.5679525324031326,0.02900037618412503,0.0,0.0,0.0,0.06419924079203858,0.6020057453575459,0.3283061454806607,0.005488868369754796,0.0,0.0,0.0,0.0,0.0007181696932389454,0.29332957149208305,0.5982011559112206,0.10774255326425225,8.54963920522554e-06,0.0,0.0,0.0047706986765158515,0.0,0.0,0.0,0.0,0.015534694435894805,0.09388358811258164,0.8858110187750077,0.00017954242330973634,0.11478745596935809,0.6482763927362265,0.22771964023118224,0.00902841900071817,8.54963920522554e-06,0.0,0.0,0.0,0.0,0.03905475188947027,0.36259874833282035,0.5693461235935844,0.02900037618412503,0.0,0.0,0.0,0.0016842789234294312,0.2672617215553504,0.5728685749461373,0.15815977565746725,2.564891761567662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.997460757156048,0.0025392428439519853,0.0,0.0,0.0,0.0,0.0,0.7497178619062276,0.2502821380937724,0.0,0.0,0.0
11,舌中,239850,143.27947998046875,12.928682327270508,106.72218322753906,17.718706130981445,125.22744750976562,16.490625381469727,164.40936279296875,2.9487369060516357,66.13939666748047,18.02871322631836,143.2799530029297,12.92736530303955,125.66481018066406,16.13266944885254,145.729248046875,3.8057780265808105,123.5790786743164,1.5803576707839966,0.0,0.0,0.0002543256201792787,0.11867834062956015,0.7888346883468834,0.09223264540337711,0.0,0.0,0.0,0.005962059620596206,0.26264748801334165,0.6023598082134668,0.12903064415259538,0.0,0.0,0.0,0.0,0.0,0.046124661246612464,0.47686470710860956,0.47494267250364813,0.002067959141129873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029189076506149676,0.9708109234938503,0.0039191161142380655,0.47849906191369607,0.45197415051073586,0.06467375442985199,0.0009339170314780071,0.0,0.0,0.0,0.0,0.0,0.0002501563477173233,0.1186825099020221,0.7888346883468834,0.09223264540337711,0.0,0.0,0.0,0.0,0.0416635397123202,0.4731832395247029,0.4830644152595372,0.0020888055034396498,0.0,0.0,0.0,0.0,0.0,0.0,0.9999416301855326,5.836981446737544e-05,0.0,0.0,0.0,0.0,0.0,0.9901730248071712,0.009826975192828852,0.0,0.0,0.0
11,舌左邊,126246,128.81884765625,12.9407958984375,79.34305572509766,18.689208984375,97.86575317382812,18.55341148376465,168.11538696289062,3.635251760482788,99.24929809570312,25.48448944091797,128.8193817138672,12.939839363098145,101.87422943115234,16.553646087646484,151.56390380859375,4.9463982582092285,126.29417419433594,3.28783917427063,0.0,0.0,0.0018614451150927554,0.4664306195839868,0.5201907387164741,0.011461749283145604,5.5447301300635266e-05,0.0,0.0,0.20875908939689178,0.5907751532721829,0.18993077008380463,0.010534987247120702,0.0,0.0,0.0,0.0,0.008927015509402277,0.4895996704846094,0.42164504221915944,0.07949558797902508,0.0003326838078038116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006558623639560858,0.9934413763604392,2.3763129128843685e-05,0.10170619267145098,0.33414127972371405,0.40803669027137496,0.15563265370784024,0.00045942049649097793,0.0,0.0,0.0,0.0,0.0018456030290068595,0.4664464616700727,0.5201907387164741,0.011461749283145604,5.5447301300635266e-05,0.0,0.0,0.0006336834434358316,0.40795747984094544,0.5024872075154856,0.08855726122015747,0.0003643679799756032,0.0,0.0,0.0,0.0,0.0,0.0,0.9760626079242115,0.02393739207578854,0.0,0.0,0.0,0.0,0.0,0.6527969202984649,0.3472030797015351,0.0,0.0,0.0
11,舌右邊,147818,123.33504486083984,14.801116943359375,78.73906707763672,17.615171432495117,97.05058288574219,18.1882266998291,167.15122985839844,4.554175853729248,93.71125030517578,20.895753860473633,123.33712768554688,14.798346519470215,99.4730224609375,16.944683074951172,149.640869140625,3.4955384731292725,125.34695434570312,2.777984142303467,0.0,0.0,0.025754644224654642,0.5982762586423845,0.36671447320353406,0.009085497030131649,0.00016912689929507907,0.0,0.0002367776590131107,0.18129727096835296,0.6498058423196093,0.16201680444871397,0.0064944729329310365,0.0001488316713796696,0.0,0.0,0.0,0.034630423899660395,0.44770596273796154,0.46048519124869774,0.056096009958191834,0.001035056623685884,4.7355531802622145e-05,0.0,0.00027736811484392967,0.0,0.0,0.0,0.0,0.0,0.018942212721048856,0.9807804191641072,6.7650759718031634e-06,0.07302899511561514,0.46191938735472,0.4114045650732658,0.05210461513482796,0.001535672245599318,0.0,0.0,0.0,0.0,0.025693758540908416,0.5983371443261308,0.36671447320353406,0.009085497030131649,0.00016912689929507907,0.0,0.0,0.009633468183847705,0.4138399924231149,0.5116900512792759,0.06379466641410383,0.001035056623685884,6.7650759718031634e-06,0.0,0.0,0.0,0.0,0.0,0.9993505527067069,0.0006494472932931037,0.0,0.0,0.0,0.0,0.0,0.7985225074077582,0.20147749259224182,0.0,0.0,0.0
11,舌根,244058,98.3161392211914,29.567100524902344,66.73568725585938,27.02826690673828,77.4576416015625,29.3791561126709,169.8531036376953,3.8610751628875732,87.01426696777344,26.492698669433594,98.3161392211914,29.567100524902344,81.25491333007812,30.141508102416992,143.4747314453125,4.3350934982299805,127.28811645507812,2.123669147491455,0.0006637766432569307,0.16247777167722427,0.24938334330364093,0.41927328749723425,0.1663702890296569,0.0018315318489867162,0.0,0.0,0.10516352670266904,0.36581468339493073,0.3580624277835596,0.16488293766235895,0.006076424456481656,0.0,0.0,0.0,0.0624072966262118,0.2792123183833351,0.36298338919437184,0.2565373804587434,0.03873669373673471,0.00012292160060313532,0.0,0.0,0.0001434085340369912,0.0,0.0,0.0,0.0,0.0,0.0006678740299437019,0.9991887174360193,0.0004589073089183719,0.21081054503437707,0.43447049471846855,0.27096427898286474,0.07869031131944046,0.004548099222316007,5.7363413614796485e-05,0.0,0.0006637766432569307,0.16247777167722427,0.24938334330364093,0.41927328749723425,0.1663702890296569,0.0018315318489867162,0.0,0.0,0.05664637094461153,0.23709528063001417,0.361762367961714,0.2888370797105606,0.05550320005900237,0.00015570069409730474,0.0,0.0,0.0,0.0,0.0,0.0,0.9995861639446361,0.00041383605536388893,0.0,0.0,0.0,0.0,0.0,0.5819846102156044,0.4180153897843955,0.0,0.0,0.0
