segmentation_method,image_id,region,pixel_count,R_mean,R_std,G_mean,G_std,B_mean,B_std,H_mean,H_std,S_mean,S_std,V_mean,V_std,Lab_L_mean,Lab_L_std,Lab_a_mean,Lab_a_std,Lab_b_mean,Lab_b_std,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,Lab_L_hist_0,Lab_L_hist_1,Lab_L_hist_2,Lab_L_hist_3,Lab_L_hist_4,Lab_L_hist_5,Lab_L_hist_6,Lab_L_hist_7,Lab_a_hist_0,Lab_a_hist_1,Lab_a_hist_2,Lab_a_hist_3,Lab_a_hist_4,Lab_a_hist_5,Lab_a_hist_6,Lab_a_hist_7,Lab_b_hist_0,Lab_b_hist_1,Lab_b_hist_2,Lab_b_hist_3,Lab_b_hist_4,Lab_b_hist_5,Lab_b_hist_6,Lab_b_hist_7,y_暗紅,y_淡白,y_淡紅,y_灰黑,y_青紫,y_鮮紅
tip_middle_root_1_2_2,10,舌中,284262,136.63763427734375,9.007064819335938,109.20806884765624,13.449966430664062,124.72425842285156,12.610803604125977,162.61610412597656,3.5177974700927734,51.92850112915039,14.02589988708496,136.6400604248047,9.00965404510498,125.42504119873048,12.312958717346191,141.6446075439453,2.7208027839660645,123.67510223388672,1.3585879802703855,0.0,0.0,0.0004995391575377,0.1305767214752587,0.8688920784346835,3.166093251999916e-05,0.0,0.0,0.0,0.0076302847373197,0.1292962126488943,0.8097002061478495,0.0533732964659363,0.0,0.0,0.0,0.0,0.0001231258486888,0.030644264797968,0.4918948012748802,0.4773378080784628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981313014050418,0.9018686985949582,0.0251950665231371,0.8031076964209075,0.1593987237126313,0.0120768868156841,0.0002216265276399,0.0,0.0,0.0,0.0,0.0,0.0004995391575377,0.1305732035938676,0.8688955963160746,3.166093251999916e-05,0.0,0.0,0.0,3.5178813911110174e-06,0.0268660601839148,0.4795400018292983,0.4935904201053957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931330955245512,0.0068669044754487,0.0,0.0,0.0,-1,0,0,0,0,1
tip_middle_root_1_2_2,10,舌右邊,63400,129.51087951660156,11.978559494018556,85.17640686035156,20.116016387939453,100.94711303710938,21.17704200744629,168.0402069091797,7.354659557342529,89.05126190185547,27.309511184692383,129.5111846923828,11.97909164428711,105.96829986572266,17.759992599487305,148.98313903808594,4.960654258728027,126.81178283691406,3.4896492958068848,0.0,0.0,0.0003312302839116,0.3931703470031545,0.6053312302839117,0.001167192429022,0.0,0.0,0.0,0.1634700315457413,0.5228706624605678,0.3016403785488959,0.0120189274447949,0.0,0.0,0.0,0.0,0.030173501577287,0.3823028391167192,0.4543059936908517,0.1330283911671924,0.0001892744479495,0.0,0.0,0.0011198738170347,0.0,0.0,0.0,0.0,0.0,0.0328233438485804,0.9660567823343847,0.0012302839116719,0.2341324921135646,0.2873028391167192,0.4186593059936908,0.0585488958990536,0.0001261829652996,0.0,0.0,0.0,0.0,0.0003312302839116,0.3931703470031545,0.6053312302839117,0.001167192429022,0.0,0.0,0.0,0.0003627760252365,0.2934542586750788,0.5686119873817035,0.1375552050473186,1.577287066246057e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9984069400630916,0.0015930599369085,0.0,0.0,0.0,0.0,0.0,0.6203943217665615,0.3796056782334385,0.0,0.0,0.0,0,0,0,0,0,1
tip_middle_root_1_2_2,10,舌尖,108549,131.71617126464844,10.945695877075195,85.67415618896484,12.983203887939451,103.65390014648438,12.70319366455078,167.67251586914062,6.4662580490112305,89.3507080078125,19.34212875366211,131.71636962890625,10.94597053527832,107.19681549072266,11.727314949035645,149.87144470214844,4.540338516235352,125.74285888671876,2.2557361125946045,0.0,0.0,0.0002303107352439,0.3206478180360943,0.6789836847875154,0.0001381864411463,0.0,0.0,0.0,0.0440538374374706,0.7227058747662346,0.2323743194317773,0.0008659683645174,0.0,0.0,0.0,0.0,6.448700586831753e-05,0.2508820901159845,0.7248800081069379,0.0241734147712093,0.0,0.0,0.0,0.0012344655409077,0.0,0.0,0.0,0.0,0.0,0.0022754700642106,0.9964900643948816,5.527457645855788e-05,0.0936904070972556,0.5345235792130743,0.3493721729357248,0.0223493537480769,9.212429409759648e-06,0.0,0.0,0.0,0.0,0.0002303107352439,0.3206478180360943,0.6789836847875154,0.0001381864411463,0.0,0.0,0.0,0.0,0.1591723553418272,0.8068522049949792,0.0339754396631935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890187841435664,0.0109812158564335,0.0,0.0,0.0,0.0,0.0,0.7920017687864467,0.2079982312135533,0.0,0.0,0.0,0,0,0,0,0,1
tip_middle_root_1_2_2,10,舌左邊,92768,133.24472045898438,10.825776100158691,95.07249450683594,21.615013122558594,113.91851806640624,20.416915893554688,163.79933166503906,4.959196090698242,75.04583740234375,28.78234481811523,133.25856018066406,10.852307319641112,114.45452117919922,18.54666328430176,146.79702758789062,5.538411617279053,123.85740661621094,2.1681625843048096,0.0,0.0,0.0,0.3078432218006209,0.6897098137288721,0.0024254053121766,2.1559158330458775e-05,0.0,0.0,0.0808360641600551,0.3985749396343567,0.4851457399103139,0.0353139013452914,0.0001293549499827,0.0,0.0,0.0,0.0001940324249741,0.2356954984477406,0.4440108658157985,0.3186766988616764,0.0013905657123145,3.233873749568817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1483701276302173,0.8516298723697827,0.0184869782683684,0.3966130562262849,0.2993812521559158,0.2617497412901,0.0232192135219041,0.0005497585374266,0.0,0.0,0.0,0.0,0.0,0.3078432218006209,0.6893756467747499,0.0027487926871334,3.233873749568817e-05,0.0,0.0,0.0,0.2060193170058641,0.4879915488099344,0.3051159882718178,0.0008731459123835,0.0,0.0,0.0,0.0,0.0,0.0,0.9964104001379788,0.0035895998620213,0.0,0.0,0.0,0.0,0.0,0.9346218523628838,0.0653781476371162,0.0,0.0,0.0,0,0,0,0,0,1
tip_middle_root_1_2_2,10,舌根,499829,115.29264068603516,30.651744842529297,86.9153060913086,29.43770408630371,100.49177551269533,31.51763343811035,164.50967407226562,7.053623199462891,66.84959411621094,25.55893898010254,115.29461669921876,30.65352439880371,101.94264221191406,31.953218460083008,142.14913940429688,4.673783779144287,124.9748077392578,2.5061638355255127,0.0194646569126641,0.0786629027127277,0.1142690800253686,0.304190032991283,0.4831192267755572,0.0002941005823991,0.0,0.0,0.064035900277895,0.1497132019150549,0.3107762854896375,0.4511142810841307,0.0243603312332817,0.0,0.0,0.0,0.0415201999083686,0.0991279017423959,0.2293224282704685,0.4075213723093298,0.2224340724527788,7.402531665829714e-05,0.0,0.0,0.0010563612755562,0.0,0.0,0.0,0.0,0.0,0.0572135670399276,0.941730071684516,0.0211152214057207,0.5323100500371127,0.2764565481394637,0.1549349877658159,0.0150371427028043,0.0001460499490825,0.0,0.0,0.0194646569126641,0.0786629027127277,0.1142690800253686,0.3041600227277728,0.4831332315651953,0.0003101060562712,0.0,0.0,0.0460597524353328,0.0939901446294632,0.1997823255553399,0.422778590277875,0.2373671795754147,2.2007526574088337e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9994057967824996,0.0005942032175003,0.0,0.0,0.0,0.0,0.0,0.8695313797318683,0.1304686202681317,0.0,0.0,0.0,-1,0,0,0,0,1
tip_middle_root_1_2_2,11,舌中,238289,138.48919677734375,16.00333023071289,99.34944915771484,19.31757926940918,119.07225036621094,18.112964630126953,164.3839874267578,3.454937696456909,73.45287322998047,18.487462997436523,138.50003051757812,15.979138374328612,119.0117416381836,18.292688369750977,147.13108825683594,3.612621545791626,123.35227966308594,1.8554458618164065,0.0,0.0,0.0063158601530074,0.2220035335244178,0.7046737365132255,0.0670068698093491,0.0,0.0,0.0,0.0250032523532349,0.3924394327895958,0.5089534137119213,0.073603901145248,0.0,0.0,0.0,0.0,1.67863392770963e-05,0.116232809739434,0.5318961429188926,0.3504064392397467,0.0014478217626495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436654650445467,0.9563345349554532,0.0022074036149381,0.3071648292619466,0.566736190088506,0.1217429256071409,0.0021486514274683,0.0,0.0,0.0,0.0,0.0,0.0060304923852968,0.2222889012921284,0.7046737365132255,0.0670068698093491,0.0,0.0,0.0,0.0001762565624095,0.125725484600632,0.5177410623234812,0.3551401869158878,0.0012170095975894,0.0,0.0,0.0,0.0,0.0,0.0,0.99994124781253,5.875218746983705e-05,0.0,0.0,0.0,0.0,0.0,0.9872423821494068,0.0127576178505931,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_2_2,11,舌右邊,76756,117.4365005493164,14.220540046691896,72.15583038330078,15.912599563598633,90.57128143310548,17.082618713378906,167.0567169189453,6.911627769470215,99.6497573852539,20.770469665527344,117.46678924560548,14.177477836608888,92.8692855834961,15.617389678955078,150.1573028564453,3.3819258213043213,125.4919204711914,3.2448220252990723,0.0,0.0,0.0596956589712856,0.6958934806399499,0.2429516910730105,0.0014591693157538,0.0,0.0,0.0004299338162488,0.3008233883996039,0.6167074886653812,0.0815962270050549,0.0004429621137109,0.0,0.0,0.0,0.0,0.0634478086403668,0.5481265308249518,0.3705638647141591,0.0178617958205221,0.0,0.0,0.0,0.0009901506071186,0.0,0.0,0.0,0.0,0.0001954244619313,0.0376517796654333,0.9611626452655168,0.0,0.0396841940695189,0.3817682005315545,0.4876100891135546,0.0880973474386367,0.0028401688467351,0.0,0.0,0.0,0.0,0.0577153577570483,0.6978737818541872,0.2429516910730105,0.0014591693157538,0.0,0.0,0.0,0.0193209651362759,0.5557871697326593,0.4044504664130491,0.0204283704205534,1.3028297462087654e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9988535098233364,0.0011464901766637,0.0,0.0,0.0,0.0,0.0,0.7417270311115743,0.2582729688884256,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_2_2,11,舌尖,85645,130.38726806640625,19.250722885131836,87.98481750488281,16.618240356445312,105.02533721923828,15.615602493286133,165.18577575683594,15.652506828308104,84.31765747070312,17.971580505371094,131.1428985595703,18.078893661499023,108.26026153564452,16.857826232910156,148.2915802001953,4.303820610046387,125.48870086669922,4.264529705047607,0.0,3.50283145542647e-05,0.0578200712242395,0.3273279234047522,0.5894331251094634,0.0253838519469904,0.0,0.0,0.0,0.0568859828361258,0.6152840212505108,0.3233697238601202,0.004460272053243,0.0,0.0,0.0,0.0,0.0007355946056395,0.3020491564014245,0.6055928542238309,0.0916107186642536,1.1676104851421566e-05,0.0,0.0,0.0060832506275906,0.0,0.0,0.0,0.0,0.0210403409422616,0.0783816918675929,0.8944947165625547,0.0002451982018798,0.1174849670150038,0.6117111331659758,0.2593496409597758,0.0111973845525132,1.1676104851421566e-05,0.0,0.0,0.0,0.0,0.0302294354603304,0.3530503823924338,0.5913363302002452,0.0253838519469904,0.0,0.0,0.0,0.0009340883881137,0.2472181680191488,0.6005954813474225,0.1512172339307607,3.50283145542647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9965321968591278,0.0034678031408722,0.0,0.0,0.0,0.0,0.0,0.6721700040866367,0.3278299959133633,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_2_2,11,舌左邊,53479,127.18983459472656,12.350381851196287,71.80489349365234,15.713025093078612,91.2578582763672,16.321990966796875,169.0707550048828,2.990539789199829,112.08900451660156,21.40220642089844,127.18983459472656,12.350381851196287,96.19068908691406,14.351672172546388,154.2498016357422,3.9246726036071777,127.0877914428711,3.127389430999756,0.0,0.0,0.0027674414256063,0.4999345537500701,0.4859103573365246,0.0112941528450419,9.349464275697004e-05,0.0,0.0,0.3310645300024308,0.5826212158043345,0.0832102320537033,0.0031040221395314,0.0,0.0,0.0,0.0,0.0181005628377493,0.6240019446885694,0.3308027450027113,0.0264776828287739,0.000617064642196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027674414256063,0.9972325585743936,0.0,0.0146038631986387,0.2186465715514501,0.4846388301950298,0.2810261971989005,0.0010845378559808,0.0,0.0,0.0,0.0,0.0027674414256063,0.4999345537500701,0.4859103573365246,0.0112941528450419,9.349464275697004e-05,0.0,0.0,0.0014959142841115,0.5331064530002431,0.435385852390658,0.0293947156827913,0.000617064642196,0.0,0.0,0.0,0.0,0.0,0.0,0.957852615045158,0.042147384954842,0.0,0.0,0.0,0.0,0.0,0.5318162269301969,0.4681837730698031,0.0,0.0,0.0,1,0,0,0,0,0
tip_middle_root_1_2_2,11,舌根,420767,114.13646697998048,30.676313400268555,78.9813232421875,28.87268447875977,92.22970581054688,31.59579849243164,168.5254669189453,4.020620346069336,82.83038330078125,26.589242935180664,114.13646697998048,30.676313400268555,95.68289947509766,31.247150421142575,145.0087127685547,4.944146633148193,126.4707489013672,2.48331356048584,0.0003850111819605,0.0942421815399021,0.1447808407028117,0.3731946659315013,0.3638189306670913,0.0235142014464062,6.416853032676041e-05,0.0,0.0610028828306402,0.2370623171493962,0.3962501812166829,0.2646547851899032,0.0409775481442223,5.228546915513812e-05,0.0,0.0,0.0361981809409958,0.1629619242953938,0.315949207043328,0.3410628685234346,0.1429960049148341,0.0008151779963732,1.663628564027122e-05,0.0,8.793465267000501e-05,0.0,0.0,0.0,0.0,0.0,0.0038429819829026,0.9960690833644272,0.0012596044841919,0.2761528351795649,0.4094855347496358,0.2520088314910627,0.0584004924340549,0.002659429090209,3.327257128054244e-05,0.0,0.0003850111819605,0.0942421815399021,0.1447808407028117,0.3731946659315013,0.3638189306670913,0.0235142014464062,6.416853032676041e-05,0.0,0.0328566641395356,0.137560692734934,0.2849985859157206,0.3824610770331323,0.1611366860994327,0.0009839174650103,2.3766122343244597e-06,0.0,0.0,0.0,0.0,0.0,0.9979157110704976,0.0020842889295025,0.0,0.0,0.0,0.0,0.0,0.6879817095922446,0.3120182904077553,0.0,0.0,0.0,1,0,0,0,0,0
