image_id,region,pixel_count,R_mean,R_std,G_mean,G_std,B_mean,B_std,H_mean,H_std,S_mean,S_std,V_mean,V_std,Lab_L_mean,Lab_L_std,Lab_a_mean,Lab_a_std,Lab_b_mean,Lab_b_std,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,Lab_L_hist_0,Lab_L_hist_1,Lab_L_hist_2,Lab_L_hist_3,Lab_L_hist_4,Lab_L_hist_5,Lab_L_hist_6,Lab_L_hist_7,Lab_a_hist_0,Lab_a_hist_1,Lab_a_hist_2,Lab_a_hist_3,Lab_a_hist_4,Lab_a_hist_5,Lab_a_hist_6,Lab_a_hist_7,Lab_b_hist_0,Lab_b_hist_1,Lab_b_hist_2,Lab_b_hist_3,Lab_b_hist_4,Lab_b_hist_5,Lab_b_hist_6,Lab_b_hist_7,y_暗紅,y_淡白,y_淡紅,y_灰黑,y_青紫,y_鮮紅
10,舌中,288876,137.8868865966797,7.3407301902771,112.2843246459961,10.899942398071287,127.18431091308594,10.122119903564451,162.27659606933594,3.8925838470458984,47.78497695922851,10.846744537353516,137.88943481445312,7.343380451202393,128.0196990966797,9.932579040527344,140.7620391845703,2.291903257369995,123.70532989501952,1.4127124547958374,0.0,0.0,0.0,0.0880412356858998,0.911934532463756,2.4231850344092275e-05,0.0,0.0,0.0,5.884877940708123e-05,0.0730624904803445,0.8644504908680541,0.0624281698721942,0.0,0.0,0.0,0.0,3.4616929062988965e-06,0.007099932150819,0.4462226007006466,0.546674005455628,0.0,0.0,0.0,9.69274013763691e-05,0.0,0.0,0.0,0.0,0.0,0.1053531619103006,0.894549910688323,0.0412287625140198,0.871965826167629,0.0864142400199393,0.0003911712984117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0880377739929935,0.9119379941566624,2.4231850344092275e-05,0.0,0.0,0.0,0.0,0.0042578822747476,0.4237631371245794,0.571978980600673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908576690344646,0.0091423309655353,0.0,0.0,0.0,-1,0,0,0,0,1
10,舌右邊,148637,131.69068908691406,11.252002716064451,92.14752960205078,20.53717613220215,107.81976318359376,21.72296905517578,166.01048278808594,10.087061882019045,78.18628692626953,28.80179214477539,131.6924285888672,11.25441074371338,111.6512680053711,17.809186935424805,146.88316345214844,5.435328960418701,125.94490051269533,3.610877990722656,0.0,0.0,0.0013657433882546,0.2944017976681445,0.7030685495536104,0.0011639093899903,0.0,0.0,0.0,0.0973512651627791,0.4234679117581759,0.4626169796214939,0.0165638434575509,0.0,0.0,0.0,0.0,0.0165503878576666,0.2923632742856758,0.4666603873867206,0.2242510276714411,0.0001749227984956,0.0,0.0,0.0025498361780714,0.0,0.0,0.0,0.0,0.0,0.0885983974380537,0.9088517663838748,0.0086384951257089,0.3941817986100365,0.2618459737481246,0.298149182235917,0.0371307278806757,5.382239953712736e-05,0.0,0.0,0.0,0.0,0.0013657433882546,0.2944017976681445,0.7030550939537262,0.0011773649898746,0.0,0.0,0.0,0.0006391409945033,0.2154779765468894,0.5587841519944563,0.2250718192643823,2.691119976856368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.998762084810646,0.0012379151893539,0.0,0.0,0.0,0.0,0.0,0.7139339464601681,0.2860660535398319,0.0,0.0,0.0,0,0,0,0,0,1
10,舌尖,145976,131.34605407714844,10.972623825073242,88.12358093261719,14.135095596313477,105.76028442382812,13.606228828430176,167.1334228515625,5.793051242828369,84.29100036621094,20.56019592285156,131.34622192382812,10.972832679748535,108.7816390991211,12.621214866638184,148.64651489257812,4.710592269897461,125.38031005859376,2.1795668601989746,0.0,0.0,0.0008015016167041,0.3213884474160136,0.6777072943497561,0.0001027566175261,0.0,0.0,0.0,0.0424384830383076,0.643139968213953,0.3132432728667726,0.0011782758809667,0.0,0.0,0.0,0.0,0.0001370088233682,0.2180769441552036,0.7328944484024771,0.048891598618951,0.0,0.0,0.0,0.0009179591165671,0.0,0.0,0.0,0.0,0.0,0.0025483641146489,0.996533676768784,0.000267167205568,0.1797076231709322,0.5239148901189237,0.2785594892311064,0.0175439798323012,6.8504411684112454e-06,0.0,0.0,0.0,0.0,0.0008015016167041,0.3213884474160136,0.6777072943497561,0.0001027566175261,0.0,0.0,0.0,0.0,0.1474488957088836,0.789595549953417,0.0629555543376993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918342741272538,0.0081657258727462,0.0,0.0,0.0,0.0,0.0,0.836904696662465,0.1630953033375349,0.0,0.0,0.0,0,0,0,0,0,1
10,舌左邊,177101,136.3254852294922,9.67745590209961,102.4623031616211,20.63642120361328,119.5605926513672,19.295690536499023,163.5040740966797,4.674962997436523,65.03850555419922,27.743431091308594,136.33517456054688,9.694649696350098,120.59313201904295,17.51443099975586,144.63832092285156,5.493953704833984,124.03731536865234,2.068769693374634,0.0,0.0,0.0,0.1892140642909978,0.8092275029502939,0.0015471397677031,1.1292991005132664e-05,0.0,0.0,0.0506208321805071,0.2645213748087249,0.6254679533147752,0.0593220817499618,6.775794603079599e-05,0.0,0.0,0.0,0.000688872451313,0.1580002371528111,0.4014601837369636,0.4389754998560143,0.00085826731639,1.6939486507698997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1201800102766218,0.8798199897233782,0.0292319072167859,0.5727861502758314,0.2100609256864727,0.1717720396835703,0.0158271268936934,0.0003218502436462,0.0,0.0,0.0,0.0,0.0,0.1892140642909978,0.8090185826166989,0.0017504136057955,1.6939486507698997e-05,0.0,0.0,0.0,0.1307784823349388,0.4260337321641323,0.4426852474012004,0.0005025380997284,0.0,0.0,0.0,0.0,0.0,0.0,0.9978373922225172,0.0021626077774829,0.0,0.0,0.0,0.0,0.0,0.9367705433622622,0.0632294566377377,0.0,0.0,0.0,0,0,0,0,0,1
10,舌根,288218,99.27870178222656,31.239910125732425,72.38731384277344,27.891948699951172,85.08619689941406,30.477855682373047,165.13450622558594,5.959352970123291,73.67041778564453,23.9346923828125,99.2796401977539,31.24071502685547,85.92687225341797,31.69447135925293,141.68780517578125,4.35862398147583,125.16941833496094,2.308964252471924,0.0337556988113164,0.1364175728094706,0.1977079849280753,0.4435357958212186,0.1885794780339881,3.4695959308578924e-06,0.0,0.0,0.1110513569589685,0.2428647759681907,0.402070654851536,0.2429515158664622,0.0010616963548425,0.0,0.0,0.0,0.0720045243530938,0.1697222241497755,0.316933709900145,0.4019388102061634,0.0394007313908222,0.0,0.0,0.0,0.0006661624187247,0.0,0.0,0.0,0.0,0.0,0.025414790193534,0.9739190473877412,0.0038339035035979,0.4094470158005399,0.3814404374466549,0.1877398358187205,0.0173063445031191,0.0002324629273674,0.0,0.0,0.0337556988113164,0.1364175728094706,0.1977079849280753,0.4434837518822558,0.188631521972951,3.4695959308578924e-06,0.0,0.0,0.0798770375202104,0.162751805924682,0.2933404575703113,0.4175693398746782,0.046461359110118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994309862673392,0.0005690137326606,0.0,0.0,0.0,0.0,0.0,0.8622327543734257,0.1377672456265743,0.0,0.0,0.0,-1,0,0,0,0,1
11,舌中,239850,143.27947998046875,12.928682327270508,106.72218322753906,17.718706130981445,125.22744750976562,16.490625381469727,164.40936279296875,2.9487369060516357,66.13939666748047,18.02871322631836,143.2799530029297,12.92736530303955,125.66481018066406,16.13266944885254,145.729248046875,3.8057780265808105,123.5790786743164,1.5803576707839966,0.0,0.0,0.0002543256201792,0.1186783406295601,0.7888346883468834,0.0922326454033771,0.0,0.0,0.0,0.0059620596205962,0.2626474880133416,0.6023598082134668,0.1290306441525953,0.0,0.0,0.0,0.0,0.0,0.0461246612466124,0.4768647071086095,0.4749426725036481,0.0020679591411298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291890765061496,0.9708109234938505,0.003919116114238,0.478499061913696,0.4519741505107358,0.0646737544298519,0.000933917031478,0.0,0.0,0.0,0.0,0.0,0.0002501563477173,0.1186825099020221,0.7888346883468834,0.0922326454033771,0.0,0.0,0.0,0.0,0.0416635397123202,0.4731832395247029,0.4830644152595372,0.0020888055034396,0.0,0.0,0.0,0.0,0.0,0.0,0.9999416301855326,5.836981446737544e-05,0.0,0.0,0.0,0.0,0.0,0.9901730248071712,0.0098269751928288,0.0,0.0,0.0,1,0,0,0,0,0
11,舌右邊,147818,123.33504486083984,14.801116943359377,78.73906707763672,17.615171432495117,97.0505828857422,18.1882266998291,167.15122985839844,4.554175853729248,93.71125030517578,20.895753860473633,123.33712768554688,14.798346519470217,99.4730224609375,16.944683074951172,149.640869140625,3.4955384731292725,125.34695434570312,2.777984142303467,0.0,0.0,0.0257546442246546,0.5982762586423845,0.366714473203534,0.0090854970301316,0.000169126899295,0.0,0.0002367776590131,0.1812972709683529,0.6498058423196093,0.1620168044487139,0.006494472932931,0.0001488316713796,0.0,0.0,0.0,0.0346304238996603,0.4477059627379615,0.4604851912486977,0.0560960099581918,0.0010350566236858,4.7355531802622145e-05,0.0,0.0002773681148439,0.0,0.0,0.0,0.0,0.0,0.0189422127210488,0.9807804191641072,6.7650759718031634e-06,0.0730289951156151,0.46191938735472,0.4114045650732658,0.0521046151348279,0.0015356722455993,0.0,0.0,0.0,0.0,0.0256937585409084,0.5983371443261308,0.366714473203534,0.0090854970301316,0.000169126899295,0.0,0.0,0.0096334681838477,0.4138399924231149,0.5116900512792759,0.0637946664141038,0.0010350566236858,6.7650759718031634e-06,0.0,0.0,0.0,0.0,0.0,0.9993505527067068,0.0006494472932931,0.0,0.0,0.0,0.0,0.0,0.7985225074077582,0.2014774925922418,0.0,0.0,0.0,1,0,0,0,0,0
11,舌尖,116964,129.55984497070312,20.040430068969727,87.89057922363281,17.066415786743164,105.73377990722656,16.096105575561523,164.77783203125,14.05429458618164,83.25395202636719,17.148563385009766,130.1509246826172,19.191511154174805,107.95687866210938,17.62040138244629,148.1342315673828,4.017584800720215,124.87326049804688,4.067213535308838,0.0,2.564891761567662e-05,0.0610358742861051,0.3419855682090216,0.5679525324031326,0.029000376184125,0.0,0.0,0.0,0.0641992407920385,0.6020057453575459,0.3283061454806607,0.0054888683697547,0.0,0.0,0.0,0.0,0.0007181696932389,0.293329571492083,0.5982011559112206,0.1077425532642522,8.54963920522554e-06,0.0,0.0,0.0047706986765158,0.0,0.0,0.0,0.0,0.0155346944358948,0.0938835881125816,0.8858110187750077,0.0001795424233097,0.114787455969358,0.6482763927362265,0.2277196402311822,0.0090284190007181,8.54963920522554e-06,0.0,0.0,0.0,0.0,0.0390547518894702,0.3625987483328203,0.5693461235935844,0.029000376184125,0.0,0.0,0.0,0.0016842789234294,0.2672617215553504,0.5728685749461373,0.1581597756574672,2.564891761567662e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.997460757156048,0.0025392428439519,0.0,0.0,0.0,0.0,0.0,0.7497178619062276,0.2502821380937724,0.0,0.0,0.0,1,0,0,0,0,0
11,舌左邊,126246,128.81884765625,12.9407958984375,79.34305572509766,18.689208984375,97.86575317382812,18.55341148376465,168.11538696289062,3.635251760482788,99.24929809570312,25.48448944091797,128.8193817138672,12.939839363098145,101.87422943115234,16.553646087646484,151.56390380859375,4.9463982582092285,126.29417419433594,3.28783917427063,0.0,0.0,0.0018614451150927,0.4664306195839868,0.5201907387164741,0.0114617492831456,5.5447301300635266e-05,0.0,0.0,0.2087590893968917,0.5907751532721829,0.1899307700838046,0.0105349872471207,0.0,0.0,0.0,0.0,0.0089270155094022,0.4895996704846094,0.4216450422191594,0.079495587979025,0.0003326838078038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065586236395608,0.9934413763604392,2.3763129128843685e-05,0.1017061926714509,0.334141279723714,0.4080366902713749,0.1556326537078402,0.0004594204964909,0.0,0.0,0.0,0.0,0.0018456030290068,0.4664464616700727,0.5201907387164741,0.0114617492831456,5.5447301300635266e-05,0.0,0.0,0.0006336834434358,0.4079574798409454,0.5024872075154856,0.0885572612201574,0.0003643679799756,0.0,0.0,0.0,0.0,0.0,0.0,0.9760626079242116,0.0239373920757885,0.0,0.0,0.0,0.0,0.0,0.6527969202984649,0.3472030797015351,0.0,0.0,0.0,1,0,0,0,0,0
11,舌根,244058,98.3161392211914,29.567100524902344,66.73568725585938,27.02826690673828,77.4576416015625,29.3791561126709,169.8531036376953,3.861075162887573,87.01426696777344,26.492698669433594,98.3161392211914,29.567100524902344,81.25491333007812,30.141508102416992,143.4747314453125,4.3350934982299805,127.28811645507812,2.123669147491455,0.0006637766432569,0.1624777716772242,0.2493833433036409,0.4192732874972342,0.1663702890296569,0.0018315318489867,0.0,0.0,0.105163526702669,0.3658146833949307,0.3580624277835596,0.1648829376623589,0.0060764244564816,0.0,0.0,0.0,0.0624072966262118,0.2792123183833351,0.3629833891943718,0.2565373804587434,0.0387366937367347,0.0001229216006031,0.0,0.0,0.0001434085340369,0.0,0.0,0.0,0.0,0.0,0.0006678740299437,0.9991887174360192,0.0004589073089183,0.210810545034377,0.4344704947184685,0.2709642789828647,0.0786903113194404,0.004548099222316,5.7363413614796485e-05,0.0,0.0006637766432569,0.1624777716772242,0.2493833433036409,0.4192732874972342,0.1663702890296569,0.0018315318489867,0.0,0.0,0.0566463709446115,0.2370952806300141,0.361762367961714,0.2888370797105606,0.0555032000590023,0.0001557006940973,0.0,0.0,0.0,0.0,0.0,0.0,0.999586163944636,0.0004138360553638,0.0,0.0,0.0,0.0,0.0,0.5819846102156044,0.4180153897843955,0.0,0.0,0.0,1,0,0,0,0,0
