segmentation_method,image_id,region,pixel_count,R_mean,R_std,G_mean,G_std,B_mean,B_std,H_mean,H_std,S_mean,S_std,V_mean,V_std,Lab_L_mean,Lab_L_std,Lab_a_mean,Lab_a_std,Lab_b_mean,Lab_b_std,R_hist_0,R_hist_1,R_hist_2,R_hist_3,R_hist_4,R_hist_5,R_hist_6,R_hist_7,G_hist_0,G_hist_1,G_hist_2,G_hist_3,G_hist_4,G_hist_5,G_hist_6,G_hist_7,B_hist_0,B_hist_1,B_hist_2,B_hist_3,B_hist_4,B_hist_5,B_hist_6,B_hist_7,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,Lab_L_hist_0,Lab_L_hist_1,Lab_L_hist_2,Lab_L_hist_3,Lab_L_hist_4,Lab_L_hist_5,Lab_L_hist_6,Lab_L_hist_7,Lab_a_hist_0,Lab_a_hist_1,Lab_a_hist_2,Lab_a_hist_3,Lab_a_hist_4,Lab_a_hist_5,Lab_a_hist_6,Lab_a_hist_7,Lab_b_hist_0,Lab_b_hist_1,Lab_b_hist_2,Lab_b_hist_3,Lab_b_hist_4,Lab_b_hist_5,Lab_b_hist_6,Lab_b_hist_7
tip_middle_root_1_3_1,10,舌尖,108549,131.71617126464844,10.945695877075195,85.67415618896484,12.983203887939453,103.65390014648438,12.703193664550781,167.67251586914062,6.4662580490112305,89.3507080078125,19.34212875366211,131.71636962890625,10.94597053527832,107.19681549072266,11.727314949035645,149.87144470214844,4.540338516235352,125.74285888671875,2.2557361125946045,0.0,0.0,0.0002303107352439912,0.3206478180360943,0.6789836847875154,0.00013818644114639472,0.0,0.0,0.0,0.044053837437470635,0.7227058747662346,0.23237431943177736,0.0008659683645174069,0.0,0.0,0.0,0.0,6.448700586831753e-05,0.2508820901159845,0.7248800081069379,0.024173414771209316,0.0,0.0,0.0,0.0012344655409077929,0.0,0.0,0.0,0.0,0.0,0.002275470064210633,0.9964900643948815,5.527457645855788e-05,0.09369040709725562,0.5345235792130743,0.34937217293572487,0.022349353748076905,9.212429409759648e-06,0.0,0.0,0.0,0.0,0.0002303107352439912,0.3206478180360943,0.6789836847875154,0.00013818644114639472,0.0,0.0,0.0,0.0,0.1591723553418272,0.8068522049949792,0.03397543966319358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890187841435665,0.0109812158564335,0.0,0.0,0.0,0.0,0.0,0.7920017687864467,0.20799823121355332,0.0,0.0,0.0
tip_middle_root_1_3_1,10,舌中,428972,136.7095947265625,8.660123825073242,110.40067291259766,12.769171714782715,125.42936706542969,12.101091384887695,162.48251342773438,4.22424840927124,49.718666076660156,13.15461540222168,136.71218872070312,8.662939071655273,126.30172729492188,11.712313652038574,141.10023498535156,2.620086908340454,123.75199890136719,1.4664393663406372,0.0,0.0,0.0003496731721417715,0.12670290834833042,0.8729124511623136,3.496731721417715e-05,0.0,0.0,0.0,0.005214792573874285,0.10703029568363437,0.829932955997128,0.057821955745363335,0.0,0.0,0.0,0.0,8.392156131402515e-05,0.02576158816892478,0.4754296317708382,0.4987201961899611,4.662308961890287e-06,0.0,0.0,0.0001561873502233246,0.0,0.0,0.0,0.0,0.0,0.10560829145025782,0.8942355211995189,0.03756655446043099,0.8338889251512919,0.12004746230523204,0.008350195350745503,0.00014686273229954402,0.0,0.0,0.0,0.0,0.0,0.0003496731721417715,0.12669824603936855,0.8729124511623136,3.9629626176067435e-05,0.0,0.0,0.0,2.3311544809451434e-06,0.020425575562041345,0.4575123784302938,0.5220597148531839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985551504527102,0.014448495472897997,0.0,0.0,0.0
tip_middle_root_1_3_1,10,舌左邊,163154,133.7675018310547,9.70097541809082,97.4966812133789,20.29931640625,115.02175903320312,19.388269424438477,164.1641387939453,4.801016330718994,70.79898071289062,27.84069061279297,133.77713012695312,9.72077751159668,116.27125549316406,17.25425148010254,145.75033569335938,5.4525861740112305,124.24251556396484,2.2593607902526855,0.0,0.0,0.0,0.26060041433247116,0.7377569658114419,0.0016303614989519105,1.225835713497677e-05,0.0,0.0,0.06124275224634394,0.34628633070595877,0.5607095137109724,0.03168785319391495,7.355014280986063e-05,0.0,0.0,0.0,0.0009745393922306533,0.19712051190899396,0.48912070804270813,0.31183421797810656,0.0009316351422582346,1.8387535702465157e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11199235078514777,0.8880076492148522,0.0177317135957439,0.48562094708067227,0.265945058043321,0.2111869767213798,0.019080132880591343,0.00043517167829167536,0.0,0.0,0.0,0.0,0.0,0.26060041433247116,0.7375301862044449,0.0018510119273814924,1.8387535702465157e-05,0.0,0.0,0.0,0.16393713914461183,0.5252460865194847,0.31027127744339705,0.0005454968925064663,0.0,0.0,0.0,0.0,0.0,0.0,0.99736445321598,0.0026355467840200055,0.0,0.0,0.0,0.0,0.0,0.9135847113769813,0.08641528862301874,0.0,0.0,0.0
tip_middle_root_1_3_1,10,舌右邊,130946,130.9552764892578,11.006803512573242,88.1109619140625,19.663557052612305,103.24683380126953,21.190000534057617,167.40663146972656,11.780834197998047,84.93119049072266,27.90859603881836,130.95584106445312,11.007746696472168,108.4958724975586,17.065948486328125,148.19921875,5.238046646118164,126.88703918457031,3.7005696296691895,0.0,0.0,0.002932506529409069,0.33586363844638245,0.6598826997388236,0.001321155285384815,0.0,0.0,0.00043529393795915876,0.11596383241947063,0.5016495349227926,0.37124463519313305,0.010706703526644571,0.0,0.0,0.0,0.0004276572022054893,0.022161807157148748,0.34369892932964735,0.48963694958227055,0.14389137507063982,0.00018328165808806682,0.0,0.0,0.004062743420952148,0.0,0.0,0.0,0.0,0.0,0.035839200891970735,0.9600980556870771,0.0017640859590976434,0.3009102989018374,0.2844149496739114,0.3607517602675912,0.05170070105234219,0.0004582041452201671,0.0,0.0,0.0,0.0,0.002932506529409069,0.33586363844638245,0.6598826997388236,0.001321155285384815,0.0,0.0,0.0,0.0022528370473324883,0.24410062163029034,0.6007590915339147,0.15285690284544773,3.054694301467781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9977853466314358,0.002214653368564141,0.0,0.0,0.0,0.0,0.0,0.6236769355306767,0.37632306446932323,0.0,0.0,0.0
tip_middle_root_1_3_1,10,舌根,217187,89.42506408691406,29.699270248413086,64.01311492919922,25.78615379333496,76.24493408203125,28.75973129272461,165.2753448486328,3.9306437969207764,77.2694091796875,22.487995147705078,89.42607879638672,29.700414657592773,76.3694076538086,30.069974899291992,141.187744140625,4.012028217315674,125.14505767822266,2.0576751232147217,0.04479549880978143,0.18103293475208002,0.2612679396096451,0.46870208622063014,0.044196936280716616,4.604327146652424e-06,0.0,0.0,0.14710825233554495,0.31055726171455933,0.43333164508004623,0.10895679759838296,4.604327146652424e-05,0.0,0.0,0.0,0.09529575895426522,0.22292310313232375,0.37395424219681656,0.30226026419629165,0.005566631520302781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018735007159728714,0.9812649928402712,0.0012431683295961544,0.32066836412860805,0.4482312477266135,0.21374207480189883,0.01611054068613683,4.604327146652424e-06,0.0,0.0,0.04479549880978143,0.18103293475208002,0.2612679396096451,0.46863762564057704,0.04426139686076975,4.604327146652424e-06,0.0,0.0,0.10600081957023211,0.21505430803869477,0.35793118372646615,0.31460906960361346,0.006404619060993521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999493524013868,5.0647598613176665e-05,0.0,0.0,0.0,0.0,0.0,0.8723634471676481,0.12763655283235184,0.0,0.0,0.0
tip_middle_root_1_3_1,11,舌尖,85645,130.38726806640625,19.250722885131836,87.98481750488281,16.618240356445312,105.02533721923828,15.615602493286133,165.18577575683594,15.652506828308105,84.31765747070312,17.971580505371094,131.1428985595703,18.078893661499023,108.26026153564453,16.857826232910156,148.2915802001953,4.303820610046387,125.48870086669922,4.264529705047607,0.0,3.50283145542647e-05,0.05782007122423959,0.3273279234047522,0.5894331251094634,0.025383851946990485,0.0,0.0,0.0,0.05688598283612587,0.6152840212505108,0.32336972386012025,0.004460272053243038,0.0,0.0,0.0,0.0,0.0007355946056395587,0.3020491564014245,0.6055928542238309,0.0916107186642536,1.1676104851421566e-05,0.0,0.0,0.006083250627590636,0.0,0.0,0.0,0.0,0.021040340942261662,0.07838169186759297,0.8944947165625547,0.00024519820187985286,0.1174849670150038,0.6117111331659758,0.2593496409597758,0.011197384552513281,1.1676104851421566e-05,0.0,0.0,0.0,0.0,0.030229435460330432,0.35305038239243386,0.5913363302002452,0.025383851946990485,0.0,0.0,0.0,0.0009340883881137253,0.2472181680191488,0.6005954813474225,0.1512172339307607,3.50283145542647e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9965321968591278,0.003467803140872205,0.0,0.0,0.0,0.0,0.0,0.6721700040866367,0.3278299959133633,0.0,0.0,0.0
tip_middle_root_1_3_1,11,舌中,357845,139.3933563232422,15.252257347106934,102.1865005493164,19.069644927978516,120.6359634399414,17.80474281311035,164.7157745361328,3.279844284057617,69.37399291992188,18.662811279296875,139.40057373046875,15.234930992126465,121.22484588623047,17.85451889038086,146.08973693847656,3.808518171310425,123.71836853027344,1.801194190979004,0.0,0.0,0.0043678128798781595,0.20274420489318,0.7234305355670752,0.06945744665986671,0.0,0.0,0.0,0.01745448448350543,0.34284955776942533,0.5454121197725272,0.09428383797454205,0.0,0.0,0.0,0.0,1.117802400480655e-05,0.09741089018988669,0.5191549413852367,0.38197264178624823,0.00145034861462365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313725216224902,0.966862747837751,0.002705081809163185,0.40893403568584163,0.49391775768838464,0.0930095432379941,0.00143358157861644,0.0,0.0,0.0,0.0,0.0,0.0041777864717964484,0.20293423130126173,0.7234305355670752,0.06945744665986671,0.0,0.0,0.0,0.00011736925205046877,0.09730469896184102,0.502723246098171,0.39836521398929703,0.0014894716986404728,0.0,0.0,0.0,0.0,0.0,0.0,0.9999608769159832,3.912308401682293e-05,0.0,0.0,0.0,0.0,0.0,0.9839735080831086,0.016026491916891393,0.0,0.0,0.0
tip_middle_root_1_3_1,11,舌左邊,111627,126.83757781982422,12.87274169921875,75.58036041259766,17.524471282958984,93.20919036865234,17.765783309936523,169.21006774902344,3.0216550827026367,104.23938751220703,24.713516235351562,126.83757781982422,12.87274169921875,98.52320098876953,15.752678871154785,152.23216247558594,4.847644805908203,127.226318359375,2.9798998832702637,0.0,0.0,0.00857319465720659,0.5078789181828769,0.47475073234970033,0.008734445967373486,6.270884284268143e-05,0.0,5.375043672229837e-05,0.2694688561011225,0.5883433219561576,0.1376100764152042,0.004523995090793446,0.0,0.0,0.0,0.0,0.02709022010803838,0.5581355765182259,0.37362824406281636,0.04071595581714101,0.000430003493778387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001746889193474697,0.9982531108065253,0.0002329185591299596,0.06966952439821907,0.2866152454155357,0.4431992259937112,0.19946787067644925,0.0008152149569548585,0.0,0.0,0.0,0.0,0.00857319465720659,0.5078789181828769,0.47475073234970033,0.008734445967373486,6.270884284268143e-05,0.0,0.0,0.0054198357028317524,0.46142958244869076,0.48262517132951704,0.05007749021294131,0.0004479203060191531,0.0,0.0,0.0,0.0,0.0,0.0,0.9729276967042024,0.02707230329579761,0.0,0.0,0.0,0.0,0.0,0.5601780931136732,0.4398219068863268,0.0,0.0,0.0
tip_middle_root_1_3_1,11,舌右邊,135100,120.07725524902344,13.776577949523926,75.20785522460938,16.183149337768555,93.11422729492188,16.88991355895996,167.39669799804688,5.606756210327148,96.52548217773438,20.994081497192383,120.09446716308594,13.748042106628418,95.89157104492188,15.551900863647461,149.79522705078125,3.6494479179382324,125.66767120361328,2.948129177093506,0.0,0.0,0.03464100666173205,0.6800962250185049,0.27999259807549964,0.005085122131754256,0.0001850481125092524,0.0,0.00025906735751295336,0.22820873427091043,0.6629755736491488,0.10490747594374537,0.0034863064396743154,0.00016284233900814213,0.0,0.0,0.0,0.04145817912657291,0.5301850481125092,0.4014655810510733,0.025706883789785345,0.0011324944485566247,5.1813471502590674e-05,0.0,0.0005773501110288675,0.0,0.0,0.0,0.0,0.00011102886750555144,0.022050333086602515,0.9772612879348631,7.401924500370096e-06,0.05900814211695041,0.41711324944485567,0.45552923760177644,0.06666173205033309,0.001680236861584012,0.0,0.0,0.0,0.0,0.033515914137675795,0.6812213175425611,0.27999259807549964,0.005085122131754256,0.0001850481125092524,0.0,0.0,0.011147298297557364,0.4931680236861584,0.4648260547742413,0.029718726868985936,0.0011324944485566247,7.401924500370096e-06,0.0,0.0,0.0,0.0,0.0,0.9992894152479644,0.0007105847520355292,0.0,0.0,0.0,0.0,0.0,0.7527905255366395,0.24720947446336047,0.0,0.0,0.0
tip_middle_root_1_3_1,11,舌根,184719,89.75309753417969,27.888900756835938,60.20358657836914,25.132774353027344,69.61776733398438,27.154422760009766,170.5225830078125,3.885870933532715,89.307373046875,25.864524841308594,89.75309753417969,27.888900756835938,73.4052505493164,28.50807762145996,142.60133361816406,3.858844041824341,127.68258666992188,1.9441471099853516,0.0008770077793838208,0.21467201533139527,0.32456866916776295,0.3732913235779752,0.08626616644741472,0.0003248176960680818,0.0,0.0,0.138913701351783,0.42953892128043136,0.3291864940801975,0.10092085816835301,0.0014400251192351627,0.0,0.0,0.0,0.08245497214688256,0.35611929471250925,0.36429387339688934,0.18766342390333426,0.009463022212116782,5.413628267801363e-06,0.0,0.0,0.0001894769893730477,0.0,0.0,0.0,0.0,0.0,0.00015158159149843817,0.9996589414191285,0.00033023132433588313,0.16854248886145984,0.45067913966619566,0.29284480751844694,0.08169706418939038,0.005830477644422068,7.579079574921909e-05,0.0,0.0008770077793838208,0.21467201533139527,0.32456866916776295,0.3732913235779752,0.08626616644741472,0.0003248176960680818,0.0,0.0,0.07484341080235385,0.31037954947785557,0.3686247760111304,0.22768637768718974,0.018455058764934848,1.0827256535602726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.999453223544952,0.0005467764550479377,0.0,0.0,0.0,0.0,0.0,0.507576372760788,0.492423627239212,0.0,0.0,0.0
